estimator_study_id,source_study_id,study_id,domain,cipher,round,k,seed,control_type,n_samples_total,pca_components,explained_variance_sum,projection_id,sample_selection_hash,pair_shuffle_k1_identical,mmd2,mmd_permutation_p,mmd_permutation_null_median,mmd_permutation_null_q95,mmd_control_null_median,mmd_excess_null,mmd_kernel,mmd_bandwidth,mmd_bandwidth_scope,mmd_samples_per_distribution,source_config_hash,estimator_protocol_hash,estimator_job_hash,status
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,10,32,203,D1_vs_D0,10000,16,0.0076311370357871056,4dd6f08b5c3b2095e2d5cec1b992853a499747a2e927046022131245b89700a5,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0073648663237690926,0.65,0.00824680458754301,0.014017991721630096,0.002893613651394844,0.0044712526723742485,rbf,4.795522689819336,shared_main_reference,100,d46dc2ba0234b27fa73c91c768847a13ddf802ba6c3db9ba2f073d1feec760b0,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5f709f83590bfa13420fcd4445d866dff68e5517714abb307c2a671b4e179751,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,10,32,203,D0_vs_D0,10000,16,0.0076311370357871056,4dd6f08b5c3b2095e2d5cec1b992853a499747a2e927046022131245b89700a5,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0029677487909793854,0.75,0.0037378843408077955,0.0048304099123924965,0.002893613651394844,7.413513958454132e-05,rbf,4.795522689819336,shared_main_reference,100,d46dc2ba0234b27fa73c91c768847a13ddf802ba6c3db9ba2f073d1feec760b0,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5f709f83590bfa13420fcd4445d866dff68e5517714abb307c2a671b4e179751,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,10,32,203,D1_vs_D1,10000,16,0.0076311370357871056,4dd6f08b5c3b2095e2d5cec1b992853a499747a2e927046022131245b89700a5,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0028194785118103027,0.55,0.002897543366998434,0.005187451187521217,0.002893613651394844,-7.413513958454132e-05,rbf,4.795522689819336,shared_main_reference,100,d46dc2ba0234b27fa73c91c768847a13ddf802ba6c3db9ba2f073d1feec760b0,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5f709f83590bfa13420fcd4445d866dff68e5517714abb307c2a671b4e179751,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,10,32,203,pair_shuffled,10000,16,0.0076311370357871056,4dd6f08b5c3b2095e2d5cec1b992853a499747a2e927046022131245b89700a5,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.028687734156847,0.05,0.005292008630931377,0.009224330727010965,0.002893613651394844,0.025794120505452156,rbf,4.795522689819336,shared_main_reference,100,d46dc2ba0234b27fa73c91c768847a13ddf802ba6c3db9ba2f073d1feec760b0,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5f709f83590bfa13420fcd4445d866dff68e5517714abb307c2a671b4e179751,completed
