estimator_study_id,source_study_id,study_id,domain,cipher,round,k,seed,control_type,n_samples_total,pca_components,explained_variance_sum,projection_id,sample_selection_hash,pair_shuffle_k1_identical,mmd2,mmd_permutation_p,mmd_permutation_null_median,mmd_permutation_null_q95,mmd_control_null_median,mmd_excess_null,mmd_kernel,mmd_bandwidth,mmd_bandwidth_scope,mmd_samples_per_distribution,source_config_hash,estimator_protocol_hash,estimator_job_hash,status
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,D0_vs_D0,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.002315180841833353,0.85,0.0028382292948663235,0.0045472394675016405,0.005965160904452205,-0.0036499800626188517,rbf,4.897688865661621,shared_main_reference,100,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,a638ed496e468cc1de3c5c86ddb94123be585ca288e908737be3c7a950d4706e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,D1_vs_D0,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.2607085704803467,0.05,0.006764759309589863,0.010916488897055387,0.005965160904452205,0.2547434095758945,rbf,4.897688865661621,shared_main_reference,100,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,a638ed496e468cc1de3c5c86ddb94123be585ca288e908737be3c7a950d4706e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,D1_vs_D1,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.009615140967071056,0.35,0.008512191474437714,0.01213148422539234,0.005965160904452205,0.0036499800626188517,rbf,4.897688865661621,shared_main_reference,100,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,a638ed496e468cc1de3c5c86ddb94123be585ca288e908737be3c7a950d4706e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,pair_shuffled,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.23202989995479584,0.05,0.005695778410881758,0.011648227460682392,0.005965160904452205,0.22606473905034363,rbf,4.897688865661621,shared_main_reference,100,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,a638ed496e468cc1de3c5c86ddb94123be585ca288e908737be3c7a950d4706e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,D0_vs_D0,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0027201673947274685,0.15,0.0021876362152397633,0.0031884089345112386,0.006043079541996121,-0.003322912147268653,rbf,5.819578170776367,shared_main_reference,100,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,72bf97d863630247e09c3db2e37b6d0868a31e6e4ff60682f7f44f4399d597f9,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,D1_vs_D0,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.3399120271205902,0.05,0.005840230733156204,0.009716653078794477,0.006043079541996121,0.3338689475785941,rbf,5.819578170776367,shared_main_reference,100,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,72bf97d863630247e09c3db2e37b6d0868a31e6e4ff60682f7f44f4399d597f9,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,D1_vs_D1,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.009365991689264774,0.25,0.007840815000236034,0.014808955416083333,0.006043079541996121,0.003322912147268653,rbf,5.819578170776367,shared_main_reference,100,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,72bf97d863630247e09c3db2e37b6d0868a31e6e4ff60682f7f44f4399d597f9,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,pair_shuffled,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.33643943071365356,0.05,0.005779180210083723,0.010057890694588414,0.006043079541996121,0.33039635117165744,rbf,5.819578170776367,shared_main_reference,100,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,72bf97d863630247e09c3db2e37b6d0868a31e6e4ff60682f7f44f4399d597f9,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,202,D0_vs_D0,10000,16,0.08048777282238007,a1b5655af322d87e2458bc310ca9e8f1c20ea928c387e3b908d7aa8ff5b9814b,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.001245484221726656,0.95,0.0019570104777812958,0.0032882806612178675,0.0032931920140981674,-0.0020477077923715115,rbf,5.820269584655762,shared_main_reference,100,176936495d8cb6d936225d0477ab8cc64cde3c2031b11df715706548fae91b42,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,dbb4fedf8afa5ad81487f45e73bb203e2b6a77d5e4a5fcaf8468648cc2bbae0e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,202,D1_vs_D0,10000,16,0.08048777282238007,a1b5655af322d87e2458bc310ca9e8f1c20ea928c387e3b908d7aa8ff5b9814b,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.3162500262260437,0.05,0.005611133761703968,0.009219817444682121,0.0032931920140981674,0.31295683421194553,rbf,5.820269584655762,shared_main_reference,100,176936495d8cb6d936225d0477ab8cc64cde3c2031b11df715706548fae91b42,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,dbb4fedf8afa5ad81487f45e73bb203e2b6a77d5e4a5fcaf8468648cc2bbae0e,completed
