estimator_study_id,source_study_id,study_id,domain,cipher,round,k,seed,control_type,n_samples_total,pca_components,explained_variance_sum,projection_id,sample_selection_hash,pair_shuffle_k1_identical,mmd2,mmd_permutation_p,mmd_permutation_null_median,mmd_permutation_null_q95,mmd_control_null_median,mmd_excess_null,mmd_kernel,mmd_bandwidth,mmd_bandwidth_scope,mmd_samples_per_distribution,source_config_hash,estimator_protocol_hash,estimator_job_hash,status
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,201,D0_vs_D0,10000,16,0.07318639755249023,56aae3db4d984252d49a2f27fd5e1eefb39137ff5d0eb7bf2f4773d92bbaed08,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.005235518328845501,0.4,0.004529500845819712,0.00729693667963147,0.005458272760733962,-0.0002227544318884611,rbf,3.6536121368408203,shared_main_reference,100,11fea500de79b2be7228fa55ca45c19f06c76f43b2bcc9f8b963cab6060c9d6a,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,7e99f004109abacc1b194acc1e57ece1eb32692ee5779a50b4ad4156fa335375,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,201,D1_vs_D0,10000,16,0.07318639755249023,56aae3db4d984252d49a2f27fd5e1eefb39137ff5d0eb7bf2f4773d92bbaed08,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.06615603715181351,0.05,0.0076264324598014355,0.01003164425492286,0.005458272760733962,0.060697764391079545,rbf,3.6536121368408203,shared_main_reference,100,11fea500de79b2be7228fa55ca45c19f06c76f43b2bcc9f8b963cab6060c9d6a,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,7e99f004109abacc1b194acc1e57ece1eb32692ee5779a50b4ad4156fa335375,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,201,D1_vs_D1,10000,16,0.07318639755249023,56aae3db4d984252d49a2f27fd5e1eefb39137ff5d0eb7bf2f4773d92bbaed08,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.005681027192622423,0.95,0.009135888889431953,0.012329461425542832,0.005458272760733962,0.0002227544318884611,rbf,3.6536121368408203,shared_main_reference,100,11fea500de79b2be7228fa55ca45c19f06c76f43b2bcc9f8b963cab6060c9d6a,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,7e99f004109abacc1b194acc1e57ece1eb32692ee5779a50b4ad4156fa335375,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,201,pair_shuffled,10000,16,0.07318639755249023,56aae3db4d984252d49a2f27fd5e1eefb39137ff5d0eb7bf2f4773d92bbaed08,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.08756200969219208,0.05,0.007401613984256983,0.011467512883245939,0.005458272760733962,0.08210373693145812,rbf,3.6536121368408203,shared_main_reference,100,11fea500de79b2be7228fa55ca45c19f06c76f43b2bcc9f8b963cab6060c9d6a,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,7e99f004109abacc1b194acc1e57ece1eb32692ee5779a50b4ad4156fa335375,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,202,D0_vs_D0,10000,16,0.07283879816532135,a85980c8fc5ff46a8565cb09e70609232d6645663be2ccf24634220bc65419d0,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.005358721129596233,0.45,0.005098079331219196,0.00922556472942233,0.005916952388361096,-0.000558231258764863,rbf,3.627074718475342,shared_main_reference,100,fcbc90940d1d44b27dd62d91ea8267129baa031540a572d6e452f0e552d3c59c,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94e822e61930dde19f30087ca53bded45750821d1e33a247d3188d307ef28f45,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,202,D1_vs_D0,10000,16,0.07283879816532135,a85980c8fc5ff46a8565cb09e70609232d6645663be2ccf24634220bc65419d0,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.07622209936380386,0.05,0.0076489998027682304,0.010571390017867088,0.005916952388361096,0.07030514697544277,rbf,3.627074718475342,shared_main_reference,100,fcbc90940d1d44b27dd62d91ea8267129baa031540a572d6e452f0e552d3c59c,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94e822e61930dde19f30087ca53bded45750821d1e33a247d3188d307ef28f45,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,202,D1_vs_D1,10000,16,0.07283879816532135,a85980c8fc5ff46a8565cb09e70609232d6645663be2ccf24634220bc65419d0,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.006475183647125959,0.7,0.008354377001523972,0.01275466363877058,0.005916952388361096,0.000558231258764863,rbf,3.627074718475342,shared_main_reference,100,fcbc90940d1d44b27dd62d91ea8267129baa031540a572d6e452f0e552d3c59c,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94e822e61930dde19f30087ca53bded45750821d1e33a247d3188d307ef28f45,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,202,pair_shuffled,10000,16,0.07283879816532135,a85980c8fc5ff46a8565cb09e70609232d6645663be2ccf24634220bc65419d0,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.06747303903102875,0.05,0.007714726030826569,0.009175105113536119,0.005916952388361096,0.06155608664266765,rbf,3.627074718475342,shared_main_reference,100,fcbc90940d1d44b27dd62d91ea8267129baa031540a572d6e452f0e552d3c59c,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94e822e61930dde19f30087ca53bded45750821d1e33a247d3188d307ef28f45,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,203,D0_vs_D0,10000,16,0.0732724517583847,76f4bf8a937beee5da3cf4af8b3c924996c18e08c44f1d9480b89ac4a3fb4f5d,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.004040041472762823,0.6,0.0041187177412211895,0.007529025338590145,0.00556300999596715,-0.0015229685232043266,rbf,3.663233518600464,shared_main_reference,100,8e03aa76654e54598c4eeaa463cc4a69dcb90d613fdd3ed507a7da4e412ec181,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,8b956563b4253e24aaae4cef45df1f6fdd87cdbbf55f61ccd393a6951eaa03f2,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,203,D1_vs_D0,10000,16,0.0732724517583847,76f4bf8a937beee5da3cf4af8b3c924996c18e08c44f1d9480b89ac4a3fb4f5d,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.08835659921169281,0.05,0.007860722951591015,0.009300176985561846,0.00556300999596715,0.08279358921572566,rbf,3.663233518600464,shared_main_reference,100,8e03aa76654e54598c4eeaa463cc4a69dcb90d613fdd3ed507a7da4e412ec181,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,8b956563b4253e24aaae4cef45df1f6fdd87cdbbf55f61ccd393a6951eaa03f2,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,203,D1_vs_D1,10000,16,0.0732724517583847,76f4bf8a937beee5da3cf4af8b3c924996c18e08c44f1d9480b89ac4a3fb4f5d,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.007085978519171476,0.45,0.006990097463130951,0.010435671731829634,0.00556300999596715,0.0015229685232043266,rbf,3.663233518600464,shared_main_reference,100,8e03aa76654e54598c4eeaa463cc4a69dcb90d613fdd3ed507a7da4e412ec181,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,8b956563b4253e24aaae4cef45df1f6fdd87cdbbf55f61ccd393a6951eaa03f2,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,2,203,pair_shuffled,10000,16,0.0732724517583847,76f4bf8a937beee5da3cf4af8b3c924996c18e08c44f1d9480b89ac4a3fb4f5d,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.06102747097611427,0.05,0.007723003625869751,0.013481246866285799,0.00556300999596715,0.05546446098014712,rbf,3.663233518600464,shared_main_reference,100,8e03aa76654e54598c4eeaa463cc4a69dcb90d613fdd3ed507a7da4e412ec181,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,8b956563b4253e24aaae4cef45df1f6fdd87cdbbf55f61ccd393a6951eaa03f2,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,201,D0_vs_D0,10000,16,0.04520489275455475,02ef7485be6b7dc71ac2d05875a91dddab2faee63f2de34f5027d4ca0a7f93f3,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0046372502110898495,0.3,0.0038700255099684,0.005218462971970438,0.006576975109055638,-0.0019397248979657888,rbf,4.07291316986084,shared_main_reference,100,d04318d0fbaccaafd2fe9e74f66fb302e967cd55dfa354404d45e9e0776f6e13,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94d563a036b884e5416a84572b9fab40bfa59403eed98c1bc04bf45010234f07,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,201,D1_vs_D0,10000,16,0.04520489275455475,02ef7485be6b7dc71ac2d05875a91dddab2faee63f2de34f5027d4ca0a7f93f3,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.1373429000377655,0.05,0.008211693726480007,0.012100044824182983,0.006576975109055638,0.13076592492870986,rbf,4.07291316986084,shared_main_reference,100,d04318d0fbaccaafd2fe9e74f66fb302e967cd55dfa354404d45e9e0776f6e13,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94d563a036b884e5416a84572b9fab40bfa59403eed98c1bc04bf45010234f07,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,201,D1_vs_D1,10000,16,0.04520489275455475,02ef7485be6b7dc71ac2d05875a91dddab2faee63f2de34f5027d4ca0a7f93f3,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.008516700007021427,0.65,0.008877672255039215,0.01477176062762737,0.006576975109055638,0.0019397248979657888,rbf,4.07291316986084,shared_main_reference,100,d04318d0fbaccaafd2fe9e74f66fb302e967cd55dfa354404d45e9e0776f6e13,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94d563a036b884e5416a84572b9fab40bfa59403eed98c1bc04bf45010234f07,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,201,pair_shuffled,10000,16,0.04520489275455475,02ef7485be6b7dc71ac2d05875a91dddab2faee63f2de34f5027d4ca0a7f93f3,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.10501382499933243,0.05,0.007050730288028717,0.010344442166388034,0.006576975109055638,0.09843684989027679,rbf,4.07291316986084,shared_main_reference,100,d04318d0fbaccaafd2fe9e74f66fb302e967cd55dfa354404d45e9e0776f6e13,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,94d563a036b884e5416a84572b9fab40bfa59403eed98c1bc04bf45010234f07,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,202,D0_vs_D0,10000,16,0.04509586840867996,b45a7fd6170b09c4c9cb7a52a964b54b8de9863496b20267f997601a8f098a2c,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.005680988542735577,0.2,0.003934691194444895,0.006514844764024019,0.007123494055122137,-0.0014425055123865604,rbf,4.079803466796875,shared_main_reference,100,d9b784ed270ff9f16f532d52b7e79f301818b21ce175b78cac4c6115de8abd64,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,c172c6c532229031fba1af7d3c17c1348646c99a5ad7da4ce62837dc84fe426e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,202,D1_vs_D0,10000,16,0.04509586840867996,b45a7fd6170b09c4c9cb7a52a964b54b8de9863496b20267f997601a8f098a2c,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.11270934343338013,0.05,0.007357622962445021,0.00924941450357437,0.007123494055122137,0.10558584937825799,rbf,4.079803466796875,shared_main_reference,100,d9b784ed270ff9f16f532d52b7e79f301818b21ce175b78cac4c6115de8abd64,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,c172c6c532229031fba1af7d3c17c1348646c99a5ad7da4ce62837dc84fe426e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,202,D1_vs_D1,10000,16,0.04509586840867996,b45a7fd6170b09c4c9cb7a52a964b54b8de9863496b20267f997601a8f098a2c,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.008565999567508698,0.35,0.007565445266664028,0.010996455233544101,0.007123494055122137,0.0014425055123865604,rbf,4.079803466796875,shared_main_reference,100,d9b784ed270ff9f16f532d52b7e79f301818b21ce175b78cac4c6115de8abd64,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,c172c6c532229031fba1af7d3c17c1348646c99a5ad7da4ce62837dc84fe426e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,202,pair_shuffled,10000,16,0.04509586840867996,b45a7fd6170b09c4c9cb7a52a964b54b8de9863496b20267f997601a8f098a2c,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.10210365802049637,0.05,0.007049002218991518,0.010987859964370725,0.007123494055122137,0.09498016396537423,rbf,4.079803466796875,shared_main_reference,100,d9b784ed270ff9f16f532d52b7e79f301818b21ce175b78cac4c6115de8abd64,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,c172c6c532229031fba1af7d3c17c1348646c99a5ad7da4ce62837dc84fe426e,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,203,D0_vs_D0,10000,16,0.04517046734690666,6d51fb5820536f46c9ee0f619b8c0d40e028d1875d56bee22aa73fcbe0ef6c54,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.002862866735085845,0.9,0.004285112023353577,0.006793395243585108,0.006455539609305561,-0.0035926728742197156,rbf,4.0898542404174805,shared_main_reference,100,7de63602cc2f119ff2f7cbec19532b990e1042c500e79b0351edf04db106955b,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,403c0ebb90f90e6e901583b9acbbc9119f6f00cf0efe133228fbc2901c22eb3f,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,203,D1_vs_D0,10000,16,0.04517046734690666,6d51fb5820536f46c9ee0f619b8c0d40e028d1875d56bee22aa73fcbe0ef6c54,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.1152244508266449,0.05,0.007370886392891407,0.011750419344753023,0.006455539609305561,0.10876891121733934,rbf,4.0898542404174805,shared_main_reference,100,7de63602cc2f119ff2f7cbec19532b990e1042c500e79b0351edf04db106955b,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,403c0ebb90f90e6e901583b9acbbc9119f6f00cf0efe133228fbc2901c22eb3f,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,203,D1_vs_D1,10000,16,0.04517046734690666,6d51fb5820536f46c9ee0f619b8c0d40e028d1875d56bee22aa73fcbe0ef6c54,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.010048212483525276,0.3,0.008743043057620525,0.011873181164264678,0.006455539609305561,0.0035926728742197156,rbf,4.0898542404174805,shared_main_reference,100,7de63602cc2f119ff2f7cbec19532b990e1042c500e79b0351edf04db106955b,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,403c0ebb90f90e6e901583b9acbbc9119f6f00cf0efe133228fbc2901c22eb3f,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,4,203,pair_shuffled,10000,16,0.04517046734690666,6d51fb5820536f46c9ee0f619b8c0d40e028d1875d56bee22aa73fcbe0ef6c54,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.10228532552719116,0.05,0.008090213872492313,0.011262478027492757,0.006455539609305561,0.0958297859178856,rbf,4.0898542404174805,shared_main_reference,100,7de63602cc2f119ff2f7cbec19532b990e1042c500e79b0351edf04db106955b,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,403c0ebb90f90e6e901583b9acbbc9119f6f00cf0efe133228fbc2901c22eb3f,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,201,D0_vs_D0,10000,16,0.027886342257261276,9e74e36e516e95a37620963440ad5c4341534736cade8fb329edc55085bff0b8,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0028348094783723354,0.8,0.003426543902605772,0.005060550896450877,0.004446432925760746,-0.0016116234473884106,rbf,4.63750696182251,shared_main_reference,100,ded20fc7245eb8b037e8b0cfd12eb1546ca9d73e2a8ad3991272b95622a757ab,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5315972d973e7872b29171e741bbd571678302ee0f67ba33d19b0d2109934cbb,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,201,D1_vs_D0,10000,16,0.027886342257261276,9e74e36e516e95a37620963440ad5c4341534736cade8fb329edc55085bff0b8,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.17731718719005585,0.05,0.0066694095730781555,0.010252784378826619,0.004446432925760746,0.1728707542642951,rbf,4.63750696182251,shared_main_reference,100,ded20fc7245eb8b037e8b0cfd12eb1546ca9d73e2a8ad3991272b95622a757ab,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5315972d973e7872b29171e741bbd571678302ee0f67ba33d19b0d2109934cbb,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,201,D1_vs_D1,10000,16,0.027886342257261276,9e74e36e516e95a37620963440ad5c4341534736cade8fb329edc55085bff0b8,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.006058056373149157,0.6,0.0070048444904387,0.00925522232428193,0.004446432925760746,0.0016116234473884106,rbf,4.63750696182251,shared_main_reference,100,ded20fc7245eb8b037e8b0cfd12eb1546ca9d73e2a8ad3991272b95622a757ab,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5315972d973e7872b29171e741bbd571678302ee0f67ba33d19b0d2109934cbb,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,201,pair_shuffled,10000,16,0.027886342257261276,9e74e36e516e95a37620963440ad5c4341534736cade8fb329edc55085bff0b8,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.16212378442287445,0.05,0.006631544325500727,0.009013281017541884,0.004446432925760746,0.1576773514971137,rbf,4.63750696182251,shared_main_reference,100,ded20fc7245eb8b037e8b0cfd12eb1546ca9d73e2a8ad3991272b95622a757ab,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,5315972d973e7872b29171e741bbd571678302ee0f67ba33d19b0d2109934cbb,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,202,D0_vs_D0,10000,16,0.027721010148525238,bf8d8cbbeecf534d1a8be98e2dabe7a819644c8efc09d6d23992058c15f4bd45,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.002608644310384989,0.7,0.0029324789065867662,0.005477604921907183,0.005802111001685262,-0.003193466691300273,rbf,4.628360271453857,shared_main_reference,100,20ae5ac04bcca2151293342c975ff0f1896162e772f75659b07f80ceceb38b32,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,af5588a43630c9c51a4c6327b004f4d28b47d8eaac9fd7f155721f51a861a374,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,202,D1_vs_D0,10000,16,0.027721010148525238,bf8d8cbbeecf534d1a8be98e2dabe7a819644c8efc09d6d23992058c15f4bd45,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.1903306543827057,0.05,0.007946165278553963,0.012587121780961752,0.005802111001685262,0.18452854338102043,rbf,4.628360271453857,shared_main_reference,100,20ae5ac04bcca2151293342c975ff0f1896162e772f75659b07f80ceceb38b32,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,af5588a43630c9c51a4c6327b004f4d28b47d8eaac9fd7f155721f51a861a374,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,202,D1_vs_D1,10000,16,0.027721010148525238,bf8d8cbbeecf534d1a8be98e2dabe7a819644c8efc09d6d23992058c15f4bd45,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.008995577692985535,0.4,0.007286448962986469,0.012389263510704036,0.005802111001685262,0.003193466691300273,rbf,4.628360271453857,shared_main_reference,100,20ae5ac04bcca2151293342c975ff0f1896162e772f75659b07f80ceceb38b32,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,af5588a43630c9c51a4c6327b004f4d28b47d8eaac9fd7f155721f51a861a374,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,202,pair_shuffled,10000,16,0.027721010148525238,bf8d8cbbeecf534d1a8be98e2dabe7a819644c8efc09d6d23992058c15f4bd45,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.1660994291305542,0.05,0.005967358127236366,0.010132980905473231,0.005802111001685262,0.16029731812886894,rbf,4.628360271453857,shared_main_reference,100,20ae5ac04bcca2151293342c975ff0f1896162e772f75659b07f80ceceb38b32,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,af5588a43630c9c51a4c6327b004f4d28b47d8eaac9fd7f155721f51a861a374,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,203,D0_vs_D0,10000,16,0.027748899534344673,75e3b4a227dae98fbd442707fe29953d425d8819191b3bad9b30aac1951e80f6,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0047387778759002686,0.15,0.0028999506030231714,0.005137994419783352,0.005045481026172638,-0.0003067031502723694,rbf,4.57679557800293,shared_main_reference,100,3c42aa08fecd6fd79ce6a008b5baa7653dccc4e9d3438fbd7db24040f4a45dcd,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,ec14a25e2fe55f4aaf27dcffe19e411dcef607e756a5234d4310db8981aea5af,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,203,D1_vs_D0,10000,16,0.027748899534344673,75e3b4a227dae98fbd442707fe29953d425d8819191b3bad9b30aac1951e80f6,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.17846675217151642,0.05,0.007625767961144447,0.013222381379455328,0.005045481026172638,0.17342127114534378,rbf,4.57679557800293,shared_main_reference,100,3c42aa08fecd6fd79ce6a008b5baa7653dccc4e9d3438fbd7db24040f4a45dcd,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,ec14a25e2fe55f4aaf27dcffe19e411dcef607e756a5234d4310db8981aea5af,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,203,D1_vs_D1,10000,16,0.027748899534344673,75e3b4a227dae98fbd442707fe29953d425d8819191b3bad9b30aac1951e80f6,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.005352184176445007,0.8,0.006768029183149338,0.010535125061869618,0.005045481026172638,0.0003067031502723694,rbf,4.57679557800293,shared_main_reference,100,3c42aa08fecd6fd79ce6a008b5baa7653dccc4e9d3438fbd7db24040f4a45dcd,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,ec14a25e2fe55f4aaf27dcffe19e411dcef607e756a5234d4310db8981aea5af,completed
present80_projected_mmd_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,7,8,203,pair_shuffled,10000,16,0.027748899534344673,75e3b4a227dae98fbd442707fe29953d425d8819191b3bad9b30aac1951e80f6,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.1912357211112976,0.05,0.005914506036788225,0.010352820530533787,0.005045481026172638,0.18619024008512497,rbf,4.57679557800293,shared_main_reference,100,3c42aa08fecd6fd79ce6a008b5baa7653dccc4e9d3438fbd7db24040f4a45dcd,771e89cf815df46c8da5ad2ee77b8821252e3e42ae1a5eb861b2a9d4c267d94a,ec14a25e2fe55f4aaf27dcffe19e411dcef607e756a5234d4310db8981aea5af,completed
