estimator_study_id,source_study_id,study_id,domain,cipher,round,k,seed,control_type,n_samples_total,pca_components,explained_variance_sum,projection_id,sample_selection_hash,pair_shuffle_k1_identical,silhouette_kmeans,silhouette_control_median,silhouette_null_median,silhouette_excess_null,kmeans_inertia,kmeans_adjusted_rand,kmeans_aligned_accuracy,kmeans_n_iter,kmeans_stability_ari,kmeans_stability_ari_median,kmeans_stability_ari_min,stability_pair_count,source_config_hash,estimator_protocol_hash,estimator_job_hash,status
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,1,203,D1_vs_D1,10000,16,0.1794435679912567,9438c6304c9de8943edcbf5919a2ce86824f48f8767373bb806f703dc440500c,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,False,0.12621702253818512,0.08475521765649319,0.08475521765649319,0.04146180488169193,87269.78125,5.501893427725434e-05,0.5062,6,0.9949417127075569,0.9924125690613355,0.9924125690613355,3,92f767740d0108e64499e79933a5b49a000b0db14e83faa4d9d329586fb7b1a1,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,8a7439e4d04734b888eb2450e24e1f798b53aa30aaa90f49c1aabb4ce4531f77,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,1,203,pair_shuffled,10000,16,0.1794435679912567,9438c6304c9de8943edcbf5919a2ce86824f48f8767373bb806f703dc440500c,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,False,0.15095293521881104,0.08475521765649319,0.08475521765649319,0.06619771756231785,72300.828125,0.8277188701410895,0.9549,6,0.9981341110201926,0.9984004612456793,0.9972016465913338,3,92f767740d0108e64499e79933a5b49a000b0db14e83faa4d9d329586fb7b1a1,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,8a7439e4d04734b888eb2450e24e1f798b53aa30aaa90f49c1aabb4ce4531f77,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,201,D0_vs_D0,10000,16,0.11924552917480469,d8505c6ba416eef684ddfcd7145bc8d208280eeee16f240efa5325244ef66633,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.04273616522550583,0.06993566825985909,0.06993566825985909,-0.027199503034353256,38450.96875,0.00045699763864298117,0.5118,64,0.3449625177117153,0.2904500394669688,0.20895272850282232,3,7cc1b49000737fa030df88a4c6798ab32b7908c7362aacccdfea70851971e9a3,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,7665f312a974d2c5b5964cf42ec20694d4e61787a62662bfd91479319892e772,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,201,D1_vs_D0,10000,16,0.11924552917480469,d8505c6ba416eef684ddfcd7145bc8d208280eeee16f240efa5325244ef66633,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.20617739856243134,0.06993566825985909,0.06993566825985909,0.13624173030257225,91983.1328125,0.9596121220594668,0.9898,6,1.0,1.0,1.0,3,7cc1b49000737fa030df88a4c6798ab32b7908c7362aacccdfea70851971e9a3,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,7665f312a974d2c5b5964cf42ec20694d4e61787a62662bfd91479319892e772,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,201,D1_vs_D1,10000,16,0.11924552917480469,d8505c6ba416eef684ddfcd7145bc8d208280eeee16f240efa5325244ef66633,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.09713517129421234,0.06993566825985909,0.06993566825985909,0.027199503034353256,120917.984375,-7.181920869118208e-05,0.5025999999999999,7,0.9968018868524076,0.9964023973195305,0.9964023863910497,3,7cc1b49000737fa030df88a4c6798ab32b7908c7362aacccdfea70851971e9a3,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,7665f312a974d2c5b5964cf42ec20694d4e61787a62662bfd91479319892e772,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,201,pair_shuffled,10000,16,0.11924552917480469,d8505c6ba416eef684ddfcd7145bc8d208280eeee16f240efa5325244ef66633,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.207931786775589,0.06993566825985909,0.06993566825985909,0.1379961185157299,88628.640625,0.9596121220594668,0.9898,6,1.0,1.0,1.0,3,7cc1b49000737fa030df88a4c6798ab32b7908c7362aacccdfea70851971e9a3,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,7665f312a974d2c5b5964cf42ec20694d4e61787a62662bfd91479319892e772,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,202,D0_vs_D0,10000,16,0.11912563443183899,ac8f5cae774d64428997c9daa62418ba9e091dbbc61d3f7b736d3cf07f191864,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.04265064001083374,0.07020467147231102,0.07020467147231102,-0.02755403146147728,38184.578125,-9.74597319448296e-05,0.5008,36,0.21158310883451228,0.24713256220490992,0.1245214610638017,3,f3a452a03025a16037990388abcfba0c602613165502ba37500c3ab7a9c1af4b,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,0593fcf02c9ec2a404c96edee1af4faf28dcdb2bd5d6148192ee685c3bc1747e,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,202,D1_vs_D0,10000,16,0.11912563443183899,ac8f5cae774d64428997c9daa62418ba9e091dbbc61d3f7b736d3cf07f191864,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.20536375045776367,0.07020467147231102,0.07020467147231102,0.13515907898545265,92006.40625,0.9643204323857967,0.991,6,1.0,1.0,1.0,3,f3a452a03025a16037990388abcfba0c602613165502ba37500c3ab7a9c1af4b,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,0593fcf02c9ec2a404c96edee1af4faf28dcdb2bd5d6148192ee685c3bc1747e,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,202,D1_vs_D1,10000,16,0.11912563443183899,ac8f5cae774d64428997c9daa62418ba9e091dbbc61d3f7b736d3cf07f191864,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.0977587029337883,0.07020467147231102,0.07020467147231102,0.02755403146147728,120954.421875,-8.602615643026992e-05,0.5018,15,0.9925464827589164,0.9924127791691792,0.9904209998215406,3,f3a452a03025a16037990388abcfba0c602613165502ba37500c3ab7a9c1af4b,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,0593fcf02c9ec2a404c96edee1af4faf28dcdb2bd5d6148192ee685c3bc1747e,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,202,pair_shuffled,10000,16,0.11912563443183899,ac8f5cae774d64428997c9daa62418ba9e091dbbc61d3f7b736d3cf07f191864,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.20742346346378326,0.07020467147231102,0.07020467147231102,0.13721879199147224,88532.7265625,0.9596121218422982,0.9898,6,1.0,1.0,1.0,3,f3a452a03025a16037990388abcfba0c602613165502ba37500c3ab7a9c1af4b,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,0593fcf02c9ec2a404c96edee1af4faf28dcdb2bd5d6148192ee685c3bc1747e,completed
